中央频道,#genre#
CCTV14,http://116.131.190.210:352/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0,0.3
CCTV14,http://222.134.19.31:352/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0,0.28
CCTV14,http://58.220.211.90:352/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0,0.24
CCTV14,http://60.212.2.115:352/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0,0.2
CCTV15,http://111.160.27.70:35793/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0,6.08
CCTV15,http://175.18.189.238:9998/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0,4.75
CCTV15,http://42.225.184.181:19901/tsfile/live/1086_1.m3u8?key=txiptv&playlive=0&authid=0,3.23
CCTV15,http://60.209.125.254:352/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0,3.05
CCTV15,http://222.174.239.62:352/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0,3.04
CCTV15,http://218.58.136.82:352/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0,2.88
CCTV15,http://59.39.89.130:60901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0,2.27
CCTV15,http://220.202.110.48:9003/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0,2.24
CCTV15,http://182.32.159.129:9933/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0,2.07
CCTV15,http://124.94.156.159:8089/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&down=1,1.89
CCTV15,http://222.89.56.77:19901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=0&authid=0,1.81
CCTV15,http://60.214.104.110:352/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0,1.63
CCTV15,http://112.99.195.122:65000/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0,1.63
CCTV15,http://60.172.130.146:352/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0,1.52
CCTV15,http://222.173.108.238:352/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0,1.52
CCTV15,http://58.19.38.162:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0,1.3
CCTV15,http://113.218.229.47:8081/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0,1.25
CCTV15,http://113.56.95.69:53765/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0,1.21
CCTV15,http://110.7.130.241:9901/tsfile/live/0014_2.m3u8?key=txiptv&playlive=1&authid=0,1.01
CCTV15,http://110.7.130.241:9901udp://@225.1.2.3:32159,1.01
CCTV15,http://182.91.124.224:9901/tsfile/live/1051_1.m3u8?key=txiptv&playlive=0&authid=0,0.88
CCTV15,http://183.186.89.111:8899/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0,0.79
CCTV15,http://39.150.96.141:65535/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0,0.72
CCTV15,http://39.150.96.141:65535udp://@224.1.1.15:10015,0.72
CCTV15,http://120.198.95.220:9901/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&down=1,0.71
CCTV15,http://122.137.77.73:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0,0.47
CCTV15,http://182.37.169.94:352/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0,0.44
CCTV15,http://61.133.10.250:352/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0,0.35
CCTV15,http://183.162.252.133:352/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0,0.34
CCTV15,http://218.29.168.146:352/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0,0.34
CCTV15,http://58.213.65.146:352/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0,0.3
CCTV15,http://222.134.19.31:352/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0,0.28
CCTV15,http://58.220.211.90:352/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0,0.24
CCTV15,http://60.212.2.115:352/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0,0.2
CCTV16,http://124.94.156.159:8089/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&down=1,1.89
CCTV17,http://175.18.189.238:9998/tsfile/live/1042_1.m3u8?key=txiptv&playlive=1&authid=0,4.75
CCTV17,http://42.225.184.181:19901/tsfile/live/1088_1.m3u8?key=txiptv&playlive=0&authid=0,3.23
CCTV17,http://60.209.125.254:352/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0,3.05
CCTV17,http://222.174.239.62:352/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0,3.04
CCTV17,http://218.58.136.82:352/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0,2.88
CCTV17,http://59.39.89.130:60901/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0,2.27
CCTV17,http://182.32.159.129:9933/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0,2.07
CCTV17,http://124.94.156.159:8089/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&down=1,1.89
CCTV17,http://222.89.56.77:19901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=0&authid=0,1.81
CCTV17,http://60.214.104.110:352/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0,1.63
CCTV17,http://58.19.38.162:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0,1.3
CCTV17,http://39.150.96.141:65535/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0,0.72
CCTV17,http://39.150.96.141:65535udp://@224.1.2.17:11017,0.72
CCTV17,http://122.137.77.73:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0,0.47
CCTV17,http://182.37.169.94:352/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0,0.44
CCTV17,http://61.133.10.250:352/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0,0.35
CCTV17,http://218.29.168.146:352/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0,0.34
CCTV17,http://222.134.19.31:352/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0,0.28
CCTV17,http://60.212.2.115:352/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0,0.2
CCTV文化精品,http://124.94.156.159:8089/tsfile/live/1064_1.m3u8?key=txiptv&playlive=1&down=1,1.89
CCTV文化精品,http://39.150.96.141:65535/tsfile/live/1045_1.m3u8?key=txiptv&playlive=1&authid=0,0.72
CCTV文化精品,http://39.150.96.141:65535udp://@224.1.2.19:11019,0.72
CCTV世界地理,http://124.94.156.159:8089/tsfile/live/1066_1.m3u8?key=txiptv&playlive=1&down=1,1.89
CCTV世界地理,http://39.150.96.141:65535/tsfile/live/1049_1.m3u8?key=txiptv&playlive=1&authid=0,0.72
CCTV世界地理,http://39.150.96.141:65535udp://@224.1.2.23:11023,0.72
CCTV体育赛事,http://124.94.156.159:8089/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&down=1,1.89
CCTV兵器科技,http://124.94.156.159:8089/tsfile/live/1067_1.m3u8?key=txiptv&playlive=1&down=1,1.89
CCTV兵器科技,http://39.150.96.141:65535/tsfile/live/1047_1.m3u8?key=txiptv&playlive=1&authid=0,0.72
CCTV兵器科技,http://39.150.96.141:65535udp://@224.1.2.21:11021,0.72
CCTV女性时尚,http://124.94.156.159:8089/tsfile/live/1068_1.m3u8?key=txiptv&playlive=1&down=1,1.89
CCTV女性时尚,http://39.150.96.141:65535/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0,0.72
CCTV女性时尚,http://39.150.96.141:65535udp://@224.1.2.20:11020,0.72
CCTV怀旧剧场,http://124.94.156.159:8089/tsfile/live/1065_1.m3u8?key=txiptv&playlive=1&down=1,1.89
CCTV怀旧剧场,http://39.150.96.141:65535/tsfile/live/1041_1.m3u8?key=txiptv&playlive=1&authid=0,0.72
CCTV怀旧剧场,http://39.150.96.141:65535udp://@224.1.2.24:11024,0.72
CCTV文化精品,http://175.18.189.238:9998/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0,4.75
CCTV第1剧场,http://124.94.156.159:8089/tsfile/live/1059_1.m3u8?key=txiptv&playlive=1&down=1,1.89
CCTV第1剧场,http://39.150.96.141:65535/tsfile/live/1052_1.m3u8?key=txiptv&playlive=1&authid=0,0.72
CCTV第1剧场,http://39.150.96.141:65535udp://@224.1.2.26:11026,0.72
CCTV风云剧场,http://124.94.156.159:8089/tsfile/live/1060_1.m3u8?key=txiptv&playlive=1&down=1,1.89
CCTV风云剧场,http://39.150.96.141:65535/tsfile/live/1051_1.m3u8?key=txiptv&playlive=1&authid=0,0.72
CCTV风云剧场,http://39.150.96.141:65535udp://@224.1.2.25:11025,0.72
CCTV风云音乐,http://124.94.156.159:8089/tsfile/live/1062_1.m3u8?key=txiptv&playlive=1&down=1,1.89
CCTV风云音乐,http://39.150.96.141:65535/tsfile/live/1054_1.m3u8?key=txiptv&playlive=1&authid=0,0.72
CCTV风云音乐,http://39.150.96.141:65535udp://@224.1.2.27:11027,0.72

卫视频道,#genre#
3沙卫视,http://111.160.27.70:35793/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0,6.08
3沙卫视,http://39.150.96.141:65535/tsfile/live/1043_1.m3u8?key=txiptv&playlive=1&authid=0,0.72
3沙卫视,http://39.150.96.141:65535udp://@224.1.2.70:11070,0.72
3沙卫视,http://122.137.77.73:9901/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0,0.47
4川卫视,http://111.160.27.70:35793/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0,6.08
4川卫视,http://175.18.189.238:9998/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0,4.75
4川卫视,http://60.209.125.254:352/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0,3.05
4川卫视,http://222.174.239.62:352/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0,3.04
4川卫视,http://1.195.30.9:19901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0,3.02
4川卫视,http://218.58.136.82:352/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0,2.88
4川卫视,http://218.13.14.6:60050/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0,2.7
4川卫视,http://59.39.89.130:60901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=0&authid=0,2.27
4川卫视,http://59.39.89.130:60901/tsfile/live/0125_16.m3u8?key=txiptv&playlive=1&authid=0,2.27
4川卫视,http://220.202.110.48:9003/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0,2.24
4川卫视,http://182.32.159.129:9933/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0,2.07
4川卫视,http://39.164.180.36:19901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=0&authid=0,1.97
4川卫视,http://124.94.156.159:8089/tsfile/live/1044_1.m3u8?key=txiptv&playlive=1&down=1,1.89
4川卫视,http://222.89.56.77:19901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=0&authid=0,1.81
4川卫视,http://60.214.104.110:352/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0,1.63
4川卫视,http://112.99.195.122:65000/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0,1.63
4川卫视,http://60.172.130.146:352/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0,1.52
4川卫视,http://222.173.108.238:352/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0,1.52
4川卫视,http://58.19.38.162:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0,1.3
4川卫视,http://113.218.229.47:8081/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0,1.25
4川卫视,http://113.56.95.69:53765/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0,1.21
4川卫视,http://110.7.130.241:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0,1.01
4川卫视,http://110.7.130.241:9901udp://@225.1.2.3:32188,1.01
4川卫视,http://182.91.124.224:9901/tsfile/live/1078_1.m3u8?key=txiptv&playlive=0&authid=0,0.88
4川卫视,http://183.186.89.111:8899/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0,0.79
4川卫视,http://39.150.96.141:65535/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0,0.72
4川卫视,http://39.150.96.141:65535udp://@224.1.1.36:10036,0.72
4川卫视,http://120.198.95.220:9901/tsfile/live/1060_1.m3u8?key=txiptv&playlive=1&down=1,0.71
4川卫视,http://122.137.77.73:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0,0.47
4川卫视,http://118.250.39.0:10888/tsfile/live/0123_1.m3u8?key=txiptv&playlive=0&authid=0,0.45
4川卫视,http://182.37.169.94:352/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0,0.44
4川卫视,http://61.133.10.250:352/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0,0.35
4川卫视,http://183.162.252.133:352/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0,0.34
4川卫视,http://218.29.168.146:352/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0,0.34
4川卫视,http://58.213.65.146:352/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0,0.3
4川卫视,http://60.8.49.38:352/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0,0.3
4川卫视,http://116.131.190.210:352/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0,0.3
4川卫视,http://222.134.19.31:352/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0,0.28
4川卫视,http://58.220.211.90:352/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0,0.24
4川卫视,http://60.212.2.115:352/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0,0.2
东南卫视,http://175.18.189.238:9998/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0,4.75
东南卫视,http://42.225.184.181:19901/tsfile/live/1149_1.m3u8?key=txiptv&playlive=0&authid=0,3.23
东南卫视,http://60.209.125.254:352/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0,3.05
东南卫视,http://222.174.239.62:352/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0,3.04
东南卫视,http://218.58.136.82:352/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0,2.88
东南卫视,http://218.13.14.6:60050/tsfile/live/1041_1.m3u8?key=txiptv&playlive=1&authid=0,2.7
东南卫视,http://59.39.89.130:60901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=0&authid=0,2.27
东南卫视,http://220.202.110.48:9003/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0,2.24
东南卫视,http://182.32.159.129:9933/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0,2.07
东南卫视,http://39.164.180.36:19901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=0&authid=0,1.97
东南卫视,http://124.94.156.159:8089/tsfile/live/1081_1.m3u8?key=txiptv&playlive=1&down=1,1.89
东南卫视,http://222.89.56.77:19901/tsfile/live/0109_1.m3u8?key=txiptv&playlive=0&authid=0,1.81
东南卫视,http://60.214.104.110:352/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0,1.63
东南卫视,http://112.99.195.122:65000/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0,1.63
东南卫视,http://60.172.130.146:352/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0,1.52
东南卫视,http://58.19.38.162:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0,1.3
东南卫视,http://113.218.229.47:8081/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0,1.25
东南卫视,http://110.7.130.241:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0,1.01
东南卫视,http://110.7.130.241:9901udp://@225.1.2.3:32184,1.01
东南卫视,http://183.186.89.111:8899/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0,0.79
东南卫视,http://39.150.96.141:65535/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0,0.72
东南卫视,http://39.150.96.141:65535udp://@224.1.1.40:10040,0.72
东南卫视,http://122.137.77.73:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0,0.47
东南卫视,http://182.37.169.94:352/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0,0.44
东南卫视,http://61.133.10.250:352/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0,0.35
东南卫视,http://183.162.252.133:352/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0,0.34
东南卫视,http://218.29.168.146:352/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0,0.34
东南卫视,http://58.213.65.146:352/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0,0.3
东南卫视,http://60.8.49.38:352/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0,0.3
东南卫视,http://116.131.190.210:352/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0,0.3
东南卫视,http://222.134.19.31:352/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0,0.28
东南卫视,http://58.220.211.90:352/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0,0.24
东南卫视,http://60.212.2.115:352/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0,0.2
东方卫视,http://111.160.27.70:35793/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0,6.08
东方卫视,http://175.18.189.238:9998/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0,4.75
东方卫视,http://42.225.184.181:19901/tsfile/live/1128_1.m3u8?key=txiptv&playlive=0&authid=0,3.23
东方卫视,http://60.209.125.254:352/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0,3.05
东方卫视,http://222.174.239.62:352/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0,3.04
东方卫视,http://1.195.30.9:19901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0,3.02
东方卫视,http://218.58.136.82:352/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0,2.88
东方卫视,http://183.215.134.239:19901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0,2.77
东方卫视,http://218.13.14.6:60050/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0,2.7
东方卫视,http://59.39.89.130:60901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=0&authid=0,2.27
东方卫视,http://220.202.110.48:9003/tsfile/live/0107_2.m3u8?key=txiptv&playlive=1&authid=0,2.24
东方卫视,http://182.32.159.129:9933/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0,2.07
东方卫视,http://39.164.180.36:19901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=0&authid=0,1.97
东方卫视,http://124.94.156.159:8089/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&down=1,1.89
东方卫视,http://222.89.56.77:19901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=0&authid=0,1.81
东方卫视,http://60.214.104.110:352/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0,1.63
东方卫视,http://112.99.195.122:65000/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0,1.63
东方卫视,http://222.173.108.238:352/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0,1.52
东方卫视,http://58.19.38.162:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0,1.3
东方卫视,http://113.218.229.47:8081/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0,1.25
东方卫视,http://113.56.95.69:53765/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0,1.21
东方卫视,http://110.7.130.241:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0,1.01
东方卫视,http://110.7.130.241:9901udp://@225.1.2.3:32175,1.01
东方卫视,http://182.91.124.224:9901/tsfile/live/1056_1.m3u8?key=txiptv&playlive=0&authid=0,0.88
东方卫视,http://183.186.89.111:8899/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0,0.79
东方卫视,http://39.150.96.141:65535/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0,0.72
东方卫视,http://39.150.96.141:65535udp://@224.1.1.28:10028,0.72
东方卫视,http://120.198.95.220:9901/tsfile/live/1047_1.m3u8?key=txiptv&playlive=1&down=1,0.71
东方卫视,http://122.137.77.73:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0,0.47
东方卫视,http://182.37.169.94:352/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0,0.44
东方卫视,http://61.133.10.250:352/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0,0.35
东方卫视,http://183.162.252.133:352/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0,0.34
东方卫视,http://218.29.168.146:352/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0,0.34
东方卫视,http://58.213.65.146:352/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0,0.3
东方卫视,http://60.8.49.38:352/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0,0.3
东方卫视,http://116.131.190.210:352/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0,0.3
东方卫视,http://222.134.19.31:352/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0,0.28
东方卫视,http://58.220.211.90:352/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0,0.24
东方卫视,http://60.212.2.115:352/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0,0.2
云南卫视,http://175.18.189.238:9998/tsfile/live/0119_2.m3u8?key=txiptv&playlive=1&authid=0,4.75
云南卫视,http://222.174.239.62:352/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0,3.04
云南卫视,http://1.195.30.9:19901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0,3.02
云南卫视,http://218.13.14.6:60050/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0,2.7
云南卫视,http://59.39.89.130:60901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=0&authid=0,2.27
云南卫视,http://59.39.89.130:60901/tsfile/live/0125_18.m3u8?key=txiptv&playlive=1&authid=0,2.27
云南卫视,http://220.202.110.48:9003/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0,2.24
云南卫视,http://39.164.180.36:19901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=0&authid=0,1.97
云南卫视,http://124.94.156.159:8089/tsfile/live/1083_1.m3u8?key=txiptv&playlive=1&down=1,1.89
云南卫视,http://222.89.56.77:19901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=0&authid=0,1.81
云南卫视,http://112.99.195.122:65000/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0,1.63
云南卫视,http://60.172.130.146:352/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0,1.52
云南卫视,http://58.19.38.162:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0,1.3
云南卫视,http://113.218.229.47:8081/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0,1.25
云南卫视,http://113.56.95.69:53765/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0,1.21
云南卫视,http://110.7.130.241:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0,1.01
云南卫视,http://110.7.130.241:9901udp://@225.1.2.3:32193,1.01
云南卫视,http://182.91.124.224:9901/tsfile/live/1080_1.m3u8?key=txiptv&playlive=0&authid=0,0.88
云南卫视,http://183.186.89.111:8899/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0,0.79
云南卫视,http://39.150.96.141:65535/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0,0.72
云南卫视,http://39.150.96.141:65535udp://@224.1.1.37:10037,0.72
云南卫视,http://120.198.95.220:9901/tsfile/live/1056_1.m3u8?key=txiptv&playlive=1&down=1,0.71
云南卫视,http://122.137.77.73:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0,0.47
云南卫视,http://118.250.39.0:10888/tsfile/live/0119_1.m3u8?key=txiptv&playlive=0&authid=0,0.45
云南卫视,http://182.37.169.94:352/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0,0.44
云南卫视,http://183.162.252.133:352/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0,0.34
云南卫视,http://218.29.168.146:352/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0,0.34
云南卫视,http://58.213.65.146:352/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0,0.3
云南卫视,http://60.8.49.38:352/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0,0.3
云南卫视,http://116.131.190.210:352/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0,0.3
云南卫视,http://58.220.211.90:352/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0,0.24
兵团卫视,http://175.18.189.238:9998/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0,4.75
兵团卫视,http://60.209.125.254:352/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0,3.05
兵团卫视,http://218.13.14.6:60050/tsfile/live/1053_1.m3u8?key=txiptv&playlive=1&authid=0,2.7
兵团卫视,http://59.39.89.130:60901/tsfile/live/0125_9.m3u8?key=txiptv&playlive=1&authid=0,2.27
兵团卫视,http://60.214.104.110:352/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0,1.63
兵团卫视,http://60.172.130.146:352/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0,1.52
兵团卫视,http://110.7.130.241:9901/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0,1.01
兵团卫视,http://110.7.130.241:9901udp://@225.1.2.3:32181,1.01
兵团卫视,http://39.150.96.141:65535/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0,0.72
兵团卫视,http://39.150.96.141:65535udp://@224.1.2.69:11069,0.72
兵团卫视,http://61.133.10.250:352/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0,0.35
兵团卫视,http://183.162.252.133:352/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0,0.34
兵团卫视,http://60.8.49.38:352/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0,0.3
兵团卫视,http://116.131.190.210:352/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0,0.3
兵团卫视,http://222.134.19.31:352/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0,0.28
兵团卫视,http://60.212.2.115:352/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0,0.2
内蒙卫视,http://111.160.27.70:35793/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0,6.08
