中央频道,#genre#
广西卫视,http://58.213.65.146:352/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0,0.3
广西卫视,http://60.8.49.38:352/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0,0.3
广西卫视,http://116.131.190.210:352/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0,0.3
广西卫视,http://58.220.211.90:352/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0,0.24
延边卫视,http://175.18.189.238:9998/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0,4.75
新疆卫视,http://111.160.27.70:35793/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0,6.08
新疆卫视,http://175.18.189.238:9998/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0,4.75
新疆卫视,http://60.209.125.254:352/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0,3.05
新疆卫视,http://222.174.239.62:352/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0,3.04
新疆卫视,http://1.195.30.9:19901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0,3.02
新疆卫视,http://218.58.136.82:352/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0,2.88
新疆卫视,http://218.13.14.6:60050/tsfile/live/1051_1.m3u8?key=txiptv&playlive=1&authid=0,2.7
新疆卫视,http://59.39.89.130:60901/tsfile/live/0125_17.m3u8?key=txiptv&playlive=1&authid=0,2.27
新疆卫视,http://220.202.110.48:9003/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0,2.24
新疆卫视,http://124.94.156.159:8089/tsfile/live/1087_1.m3u8?key=txiptv&playlive=1&down=1,1.89
新疆卫视,http://60.214.104.110:352/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0,1.63
新疆卫视,http://112.99.195.122:65000/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0,1.63
新疆卫视,http://58.19.38.162:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0,1.3
新疆卫视,http://113.218.229.47:8081/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0,1.25
新疆卫视,http://110.7.130.241:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0,1.01
新疆卫视,http://110.7.130.241:9901udp://@225.1.2.3:32211,1.01
新疆卫视,http://39.150.96.141:65535/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0,0.72
新疆卫视,http://39.150.96.141:65535udp://@224.1.1.54:10054,0.72
新疆卫视,http://182.37.169.94:352/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0,0.44
新疆卫视,http://61.133.10.250:352/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0,0.35
新疆卫视,http://58.213.65.146:352/tsfile/live/0120_5.m3u8?key=txiptv&playlive=1&authid=0,0.3
新疆卫视,http://60.8.49.38:352/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0,0.3
新疆卫视,http://116.131.190.210:352/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0,0.3
新疆卫视,http://222.134.19.31:352/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0,0.28
新疆卫视,http://60.212.2.115:352/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0,0.2
旅游卫视,http://182.32.159.129:9933/tsfile/live/0114_1.m3u8?key=txiptv&playlive=1&authid=0,2.07
江苏卫视,http://111.160.27.70:35793/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0,6.08
江苏卫视,http://111.160.27.70:35793/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0,6.08
江苏卫视,http://175.18.189.238:9998/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0,4.75
江苏卫视,http://175.18.189.238:9998/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0,4.75
江苏卫视,http://42.225.184.181:19901/tsfile/live/1129_1.m3u8?key=txiptv&playlive=0&authid=0,3.23
江苏卫视,http://60.209.125.254:352/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0,3.05
江苏卫视,http://222.174.239.62:352/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0,3.04
江苏卫视,http://1.195.30.9:19901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0,3.02
江苏卫视,http://218.58.136.82:352/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0,2.88
江苏卫视,http://218.13.14.6:60050/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0,2.7
江苏卫视,http://218.13.14.6:60050/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0,2.7
江苏卫视,http://59.39.89.130:60901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=0&authid=0,2.27
江苏卫视,http://220.202.110.48:9003/tsfile/live/0127_2.m3u8?key=txiptv&playlive=1&authid=0,2.24
江苏卫视,http://182.32.159.129:9933/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0,2.07
江苏卫视,http://182.32.159.129:9933/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0,2.07
江苏卫视,http://39.164.180.36:19901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=0&authid=0,1.97
江苏卫视,http://124.94.156.159:8089/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&down=1,1.89
江苏卫视,http://222.89.56.77:19901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=0&authid=0,1.81
江苏卫视,http://60.214.104.110:352/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0,1.63
江苏卫视,http://112.99.195.122:65000/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0,1.63
江苏卫视,http://60.172.130.146:352/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0,1.52
江苏卫视,http://222.173.108.238:352/tsfile/live/0116_2.m3u8?key=txiptv&playlive=1&authid=0,1.52
江苏卫视,http://222.173.108.238:352/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0,1.52
江苏卫视,http://58.19.38.162:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0,1.3
江苏卫视,http://113.218.229.47:8081/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0,1.25
江苏卫视,http://113.56.95.69:53765/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0,1.21
江苏卫视,http://113.56.95.69:53765/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0,1.21
江苏卫视,http://110.7.130.241:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0,1.01
江苏卫视,http://110.7.130.241:9901udp://@225.1.2.3:32170,1.01
江苏卫视,http://182.91.124.224:9901/tsfile/live/1061_1.m3u8?key=txiptv&playlive=0&authid=0,0.88
江苏卫视,http://183.186.89.111:8899/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0,0.79
江苏卫视,http://39.150.96.141:65535/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0,0.72
江苏卫视,http://39.150.96.141:65535udp://@224.1.1.25:10025,0.72
江苏卫视,http://39.150.96.141:65535/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0,0.72
江苏卫视,http://120.198.95.220:9901/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&down=1,0.71
江苏卫视,http://122.137.77.73:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0,0.47
江苏卫视,http://122.137.77.73:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0,0.47
江苏卫视,http://118.250.39.0:10888/tsfile/live/0127_1.m3u8?key=txiptv&playlive=0&authid=0,0.45
江苏卫视,http://182.37.169.94:352/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0,0.44
江苏卫视,http://61.133.10.250:352/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0,0.35
江苏卫视,http://183.162.252.133:352/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0,0.34
江苏卫视,http://218.29.168.146:352/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0,0.34
江苏卫视,http://58.213.65.146:352/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0,0.3
江苏卫视,http://60.8.49.38:352/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0,0.3
江苏卫视,http://116.131.190.210:352/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0,0.3
江苏卫视,http://222.134.19.31:352/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0,0.28
江苏卫视,http://58.220.211.90:352/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0,0.24
江苏卫视,http://60.212.2.115:352/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0,0.2
江西卫视,http://111.160.27.70:35793/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0,6.08
江西卫视,http://175.18.189.238:9998/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0,4.75
江西卫视,http://60.209.125.254:352/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0,3.05
江西卫视,http://222.174.239.62:352/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0,3.04
江西卫视,http://1.195.30.9:19901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0,3.02
江西卫视,http://218.58.136.82:352/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0,2.88
江西卫视,http://183.215.134.239:19901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0,2.77
江西卫视,http://218.13.14.6:60050/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0,2.7
江西卫视,http://59.39.89.130:60901/tsfile/live/0125_10.m3u8?key=txiptv&playlive=1&authid=0,2.27
江西卫视,http://59.39.89.130:60901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=0&authid=0,2.27
江西卫视,http://220.202.110.48:9003/tsfile/live/0138_2.m3u8?key=txiptv&playlive=1&authid=0,2.24
江西卫视,http://39.164.180.36:19901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=0&authid=0,1.97
江西卫视,http://124.94.156.159:8089/tsfile/live/1078_1.m3u8?key=txiptv&playlive=1&down=1,1.89
江西卫视,http://60.214.104.110:352/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0,1.63
江西卫视,http://112.99.195.122:65000/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0,1.63
江西卫视,http://60.172.130.146:352/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0,1.52
江西卫视,http://222.173.108.238:352/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0,1.52
江西卫视,http://58.19.38.162:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0,1.3
江西卫视,http://113.218.229.47:8081/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0,1.25
江西卫视,http://113.56.95.69:53765/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0,1.21
江西卫视,http://110.7.130.241:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0,1.01
江西卫视,http://110.7.130.241:9901udp://@225.1.2.3:32196,1.01
江西卫视,http://182.91.124.224:9901/tsfile/live/1065_1.m3u8?key=txiptv&playlive=0&authid=0,0.88
江西卫视,http://183.186.89.111:8899/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0,0.79
江西卫视,http://39.150.96.141:65535/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0,0.72
江西卫视,http://39.150.96.141:65535udp://@224.1.1.47:10047,0.72
江西卫视,http://120.198.95.220:9901/tsfile/live/1061_1.m3u8?key=txiptv&playlive=1&down=1,0.71
江西卫视,http://122.137.77.73:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0,0.47
江西卫视,http://118.250.39.0:10888/tsfile/live/0138_1.m3u8?key=txiptv&playlive=0&authid=0,0.45
江西卫视,http://182.37.169.94:352/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0,0.44
江西卫视,http://61.133.10.250:352/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0,0.35
江西卫视,http://183.162.252.133:352/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0,0.34
江西卫视,http://218.29.168.146:352/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0,0.34
江西卫视,http://58.213.65.146:352/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0,0.3
江西卫视,http://60.8.49.38:352/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0,0.3
江西卫视,http://116.131.190.210:352/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0,0.3
江西卫视,http://222.134.19.31:352/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0,0.28
江西卫视,http://58.220.211.90:352/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0,0.24
江西卫视,http://60.212.2.115:352/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0,0.2
河北卫视,http://111.160.27.70:35793/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0,6.08
河北卫视,http://175.18.189.238:9998/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0,4.75
河北卫视,http://60.209.125.254:352/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0,3.05
河北卫视,http://222.174.239.62:352/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0,3.04
河北卫视,http://1.195.30.9:19901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0,3.02
河北卫视,http://218.58.136.82:352/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0,2.88
河北卫视,http://218.13.14.6:60050/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&authid=0,2.7
河北卫视,http://59.39.89.130:60901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=0&authid=0,2.27
河北卫视,http://220.202.110.48:9003/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0,2.24
河北卫视,http://182.32.159.129:9933/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0,2.07
河北卫视,http://39.164.180.36:19901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=0&authid=0,1.97
河北卫视,http://124.94.156.159:8089/tsfile/live/1079_1.m3u8?key=txiptv&playlive=1&down=1,1.89
河北卫视,http://222.89.56.77:19901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=0&authid=0,1.81
河北卫视,http://60.214.104.110:352/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0,1.63
河北卫视,http://112.99.195.122:65000/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0,1.63
河北卫视,http://60.172.130.146:352/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0,1.52
河北卫视,http://222.173.108.238:352/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0,1.52
河北卫视,http://113.218.229.47:8081/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0,1.25
河北卫视,http://113.56.95.69:53765/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0,1.21
河北卫视,http://110.7.130.241:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0,1.01
河北卫视,http://110.7.130.241:9901udp://@225.1.2.3:32185,1.01
河北卫视,http://182.91.124.224:9901/tsfile/live/1025_1.m3u8?key=txiptv&playlive=0&authid=0,0.88
河北卫视,http://183.186.89.111:8899/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0,0.79
河北卫视,http://39.150.96.141:65535/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0,0.72
河北卫视,http://39.150.96.141:65535udp://@224.1.1.44:10044,0.72
河北卫视,http://122.137.77.73:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0,0.47
河北卫视,http://118.250.39.0:10888/tsfile/live/0117_1.m3u8?key=txiptv&playlive=0&authid=0,0.45
河北卫视,http://182.37.169.94:352/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0,0.44
河北卫视,http://61.133.10.250:352/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0,0.35
河北卫视,http://183.162.252.133:352/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0,0.34
河北卫视,http://218.29.168.146:352/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0,0.34
河北卫视,http://58.213.65.146:352/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0,0.3
河北卫视,http://60.8.49.38:352/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0,0.3
河北卫视,http://116.131.190.210:352/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0,0.3
河北卫视,http://222.134.19.31:352/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0,0.28
河北卫视,http://58.220.211.90:352/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0,0.24
河北卫视,http://60.212.2.115:352/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0,0.2
河南卫视,http://175.18.189.238:9998/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0,4.75
河南卫视,http://42.225.184.181:19901/tsfile/live/1105_1.m3u8?key=txiptv&playlive=0&authid=0,3.23
河南卫视,http://60.209.125.254:352/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0,3.05
河南卫视,http://222.174.239.62:352/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0,3.04
河南卫视,http://218.58.136.82:352/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0,2.88
河南卫视,http://218.13.14.6:60050/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0,2.7
河南卫视,http://59.39.89.130:60901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=0&authid=0,2.27
河南卫视,http://124.94.156.159:8089/tsfile/live/1080_1.m3u8?key=txiptv&playlive=1&down=1,1.89
河南卫视,http://222.89.56.77:19901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=0&authid=0,1.81
河南卫视,http://60.214.104.110:352/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0,1.63
河南卫视,http://58.19.38.162:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0,1.3
河南卫视,http://113.218.229.47:8081/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0,1.25
河南卫视,http://113.56.95.69:53765/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0,1.21
河南卫视,http://110.7.130.241:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0,1.01
河南卫视,http://110.7.130.241:9901udp://@225.1.2.3:32195,1.01
河南卫视,http://182.91.124.224:9901/tsfile/live/1079_1.m3u8?key=txiptv&playlive=0&authid=0,0.88
河南卫视,http://183.186.89.111:8899/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0,0.79
河南卫视,http://39.150.96.141:65535/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0,0.72
河南卫视,http://39.150.96.141:65535udp://@224.1.1.16:10016,0.72
河南卫视,http://120.198.95.220:9901/tsfile/live/1055_1.m3u8?key=txiptv&playlive=1&down=1,0.71
河南卫视,http://120.198.95.220:9901/tsfile/live/1064_1.m3u8?key=txiptv&playlive=1&down=1,0.71
河南卫视,http://122.137.77.73:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0,0.47
河南卫视,http://118.250.39.0:10888/tsfile/live/0139_1.m3u8?key=txiptv&playlive=0&authid=0,0.45
河南卫视,http://182.37.169.94:352/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0,0.44
河南卫视,http://61.133.10.250:352/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0,0.35
河南卫视,http://218.29.168.146:352/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0,0.34
河南卫视,http://58.213.65.146:352/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0,0.3
河南卫视,http://60.8.49.38:352/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0,0.3
河南卫视,http://116.131.190.210:352/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0,0.3
河南卫视,http://222.134.19.31:352/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0,0.28
河南卫视,http://58.220.211.90:352/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0,0.24
河南卫视,http://60.212.2.115:352/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0,0.2
浙江卫视,http://111.160.27.70:35793/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0,6.08
浙江卫视,http://175.18.189.238:9998/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0,4.75
浙江卫视,http://42.225.184.181:19901/tsfile/live/1127_1.m3u8?key=txiptv&playlive=0&authid=0,3.23
浙江卫视,http://60.209.125.254:352/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0,3.05
浙江卫视,http://222.174.239.62:352/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0,3.04
浙江卫视,http://1.195.30.9:19901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0,3.02
浙江卫视,http://218.58.136.82:352/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0,2.88
浙江卫视,http://183.215.134.239:19901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0,2.77
浙江卫视,http://218.13.14.6:60050/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0,2.7
浙江卫视,http://59.39.89.130:60901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=0&authid=0,2.27
浙江卫视,http://220.202.110.48:9003/tsfile/live/0124_2.m3u8?key=txiptv&playlive=1&authid=0,2.24
浙江卫视,http://182.32.159.129:9933/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0,2.07
浙江卫视,http://39.164.180.36:19901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=0&authid=0,1.97
浙江卫视,http://124.94.156.159:8089/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&down=1,1.89
浙江卫视,http://222.89.56.77:19901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=0&authid=0,1.81
浙江卫视,http://60.214.104.110:352/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0,1.63
浙江卫视,http://112.99.195.122:65000/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0,1.63
浙江卫视,http://60.172.130.146:352/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0,1.52
浙江卫视,http://222.173.108.238:352/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0,1.52
浙江卫视,http://58.19.38.162:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0,1.3
浙江卫视,http://113.218.229.47:8081/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0,1.25
浙江卫视,http://113.56.95.69:53765/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0,1.21
浙江卫视,http://110.7.130.241:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0,1.01
浙江卫视,http://110.7.130.241:9901udp://@225.1.2.3:32169,1.01
浙江卫视,http://182.91.124.224:9901/tsfile/live/1058_1.m3u8?key=txiptv&playlive=0&authid=0,0.88
浙江卫视,http://183.186.89.111:8899/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0,0.79
浙江卫视,http://39.150.96.141:65535/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0,0.72
浙江卫视,http://39.150.96.141:65535udp://@224.1.1.26:10026,0.72
浙江卫视,http://120.198.95.220:9901/tsfile/live/1045_1.m3u8?key=txiptv&playlive=1&down=1,0.71
浙江卫视,http://122.137.77.73:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0,0.47
浙江卫视,http://118.250.39.0:10888/tsfile/live/0124_1.m3u8?key=txiptv&playlive=0&authid=0,0.45
浙江卫视,http://182.37.169.94:352/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0,0.44
浙江卫视,http://61.133.10.250:352/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0,0.35
浙江卫视,http://183.162.252.133:352/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0,0.34
浙江卫视,http://218.29.168.146:352/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0,0.34
浙江卫视,http://58.213.65.146:352/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0,0.3
浙江卫视,http://60.8.49.38:352/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0,0.3
浙江卫视,http://116.131.190.210:352/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0,0.3
浙江卫视,http://222.134.19.31:352/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0,0.28
浙江卫视,http://58.220.211.90:352/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0,0.24
浙江卫视,http://60.212.2.115:352/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0,0.2
海南卫视,http://111.160.27.70:35793/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0,6.08
海南卫视,http://175.18.189.238:9998/tsfile/live/0114_1.m3u8?key=txiptv&playlive=1&authid=0,4.75
海南卫视,http://60.209.125.254:352/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0,3.05
海南卫视,http://222.174.239.62:352/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0,3.04
海南卫视,http://218.58.136.82:352/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0,2.88
海南卫视,http://220.202.110.48:9003/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0,2.24
海南卫视,http://124.94.156.159:8089/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&down=1,1.89
海南卫视,http://60.214.104.110:352/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0,1.63
海南卫视,http://60.172.130.146:352/tsfile/live/0114_1.m3u8?key=txiptv&playlive=1&authid=0,1.52
海南卫视,http://113.218.229.47:8081/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0,1.25
海南卫视,http://113.56.95.69:53765/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0,1.21
海南卫视,http://182.91.124.224:9901/tsfile/live/1082_1.m3u8?key=txiptv&playlive=0&authid=0,0.88
海南卫视,http://39.150.96.141:65535/tsfile/live/0114_1.m3u8?key=txiptv&playlive=1&authid=0,0.72
海南卫视,http://39.150.96.141:65535udp://@224.1.1.45:10045,0.72
海南卫视,http://122.137.77.73:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0,0.47
海南卫视,http://182.37.169.94:352/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0,0.44
海南卫视,http://61.133.10.250:352/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0,0.35
